Age,Tenure_Months,Total_Purchases,Avg_Purchase_Amount,Total_Spent,Support_Tickets,Complaints,Feedback_Score,Last_Purchase_Days_Ago,Renewal_Count,Gender_enc,Plan_Type_enc,Payment_Method_enc,Location_enc,CLV,Activity_Freq,Complaint_Ratio,Inactive_Flag,Churn
56,12,33,33367.35,1027697.99,13,5,3.38,40,4,1,0,2,1,79053.69,2.5385,0.1471,0,1
30,44,40,12416.69,502458.93,14,9,4.54,30,4,0,2,1,0,11165.75,0.8889,0.2195,0,1
28,15,83,6391.82,498236.84,5,2,4.16,78,0,1,4,0,1,31139.8,5.1875,0.0238,0,0
63,49,29,20770.04,691508.44,3,9,3.34,74,6,1,1,3,4,13830.17,0.58,0.3,0,0
36,21,20,23564.51,546831.3,6,4,4.93,31,1,1,0,2,4,24855.97,0.9091,0.1905,0,0
28,15,20,8939,166336.24,7,8,2.76,164,2,1,2,3,2,10396.02,1.25,0.381,1,1
30,14,74,2556,158277.54,13,2,4.37,79,2,0,0,0,0,10551.84,4.9333,0.0267,0,1
63,42,12,20995.75,222738.88,5,7,4.27,158,0,1,2,2,3,5179.97,0.2791,0.5385,1,1
62,15,97,38096.55,3657514.69,12,5,4.63,48,7,0,4,2,3,228594.67,6.0625,0.051,0,0
18,63,25,43772.89,1001734.26,12,7,4.95,78,6,1,4,2,5,15652.1,0.3906,0.2692,0,1
57,68,25,5328.64,130736.72,0,1,2.98,111,1,0,0,3,3,1894.74,0.3623,0.0385,1,0
61,27,4,26471.44,116842.95,14,8,1.78,87,4,0,1,3,2,4172.96,0.1429,1.6,0,1
36,53,4,13538.45,52434.7,7,0,2.84,17,2,0,1,0,0,971.01,0.0741,0,0,0
29,52,9,19044.38,150625.61,10,2,4.42,27,5,1,1,0,5,2841.99,0.1698,0.2,0,0
25,63,15,46705.37,660778.51,0,3,4.34,108,5,0,1,1,1,10324.66,0.2344,0.1875,1,0
25,53,26,17927.7,511423.62,8,5,2.34,126,1,1,3,0,5,9470.81,0.4815,0.1852,1,1
62,57,79,18584.62,1423588.91,1,3,1.19,142,6,0,2,1,1,24544.64,1.3621,0.0375,1,0
29,52,90,10865.09,879891.8,10,1,3.04,154,0,0,4,3,2,16601.73,1.6981,0.011,1,1
50,43,92,48020.91,4289647.93,9,2,2.9,171,0,1,1,0,5,97492,2.0909,0.0215,1,1
62,7,71,23096.12,1610181.17,5,2,1.34,129,7,1,3,2,4,201272.65,8.875,0.0278,1,0
43,42,32,28734.41,844608.58,7,5,4.18,24,5,1,2,1,3,19642.06,0.7442,0.1515,0,0
56,4,76,22931.82,2088373.99,4,4,2.13,148,4,0,3,1,5,417674.8,15.2,0.0519,1,1
45,69,99,13019.49,1426910.41,13,4,3.58,8,7,0,0,1,4,20384.43,1.4143,0.04,0,0
22,5,52,40615.42,2274588.2,1,3,1.41,30,7,0,0,3,1,379098.03,8.6667,0.0566,0,0
25,41,32,1909.33,69771.15,4,3,4.44,126,0,1,1,1,2,1661.22,0.7619,0.0909,1,0
42,4,9,34667.05,332772.79,0,8,3.96,18,0,0,0,0,5,66554.56,1.8,0.8,0,0
44,2,78,29916.5,2605086.9,7,6,2.55,77,0,1,2,1,4,868362.3,26,0.0759,0,1
63,67,13,7641.89,95868.56,7,7,3.52,122,2,0,1,2,1,1409.83,0.1912,0.5,1,1
40,21,56,8712.3,487961.34,13,3,1.75,126,4,0,3,3,2,22180.06,2.5455,0.0526,1,1
47,70,44,33131.67,1193639.07,1,2,4.94,111,4,1,4,3,5,16811.82,0.6197,0.0444,1,0
62,43,97,15950.87,1411477.83,5,0,4.18,83,6,0,4,0,3,32079.04,2.2045,0,0,0
64,69,96,13654.03,1241584.28,10,8,4.16,141,4,1,4,2,5,17736.92,1.3714,0.0825,1,1
40,9,83,3428.23,298823.48,7,8,1.61,176,0,0,2,3,0,29882.35,8.3,0.0952,1,1
64,28,30,38440.91,1136718.38,9,1,1.07,154,0,1,1,3,1,39197.19,1.0345,0.0323,1,1
37,26,16,44192.26,737576.12,12,3,3.34,124,5,1,0,3,0,27317.63,0.5926,0.1765,1,0
35,3,12,41082.3,535054.63,7,3,1.58,137,2,1,1,0,2,133763.66,3,0.2308,1,1
35,49,74,23568.69,1425068.34,11,0,4.12,98,0,0,3,0,1,28501.37,1.48,0,1,0
19,17,66,26930.84,1605577.29,13,1,2.66,53,2,1,4,3,3,89198.74,3.6667,0.0149,0,1
21,63,18,12492.67,195266.8,14,7,2.35,95,7,0,1,1,3,3051.04,0.2812,0.3684,1,1
47,55,13,9056.31,103013.41,13,5,1.29,122,7,1,1,3,2,1839.53,0.2321,0.3571,1,1
50,23,93,41238.56,3839980.5,6,0,4.98,106,6,0,0,2,0,159999.19,3.875,0,1,0
53,34,24,40018.04,1052626.26,2,6,4.82,71,4,1,3,2,5,30075.04,0.6857,0.24,0,0
35,69,12,38979.31,425238.16,12,6,1.53,137,2,1,4,3,4,6074.83,0.1714,0.4615,1,1
54,15,60,23436.29,1588670.38,13,5,2.33,104,1,0,0,3,3,99291.9,3.75,0.082,1,1
36,47,60,43293.13,3005364.19,14,7,2.56,154,3,1,4,3,0,62611.75,1.25,0.1148,1,1
64,3,93,46348.49,4052705.25,11,4,2.19,115,6,0,0,2,0,1013176.31,23.25,0.0426,1,1
45,28,86,16753.05,1545278.51,13,1,4.74,161,0,1,0,0,1,53285.47,2.9655,0.0115,1,1
57,3,1,11622.38,9842.06,10,3,3.89,161,4,0,4,1,4,2460.51,0.25,1.5,1,1
37,4,43,23481.02,1108240.43,3,7,4.82,121,3,0,3,0,2,221648.09,8.6,0.1591,1,1
50,31,55,9376.65,446614.99,0,7,4.5,168,5,0,2,1,3,13956.72,1.7188,0.125,1,1
29,45,40,44258.14,1903040.52,8,4,4.02,132,3,1,2,2,5,41370.45,0.8696,0.0976,1,1
32,59,64,17230.53,1068303.87,13,5,3.79,156,4,0,1,2,4,17805.06,1.0667,0.0769,1,1
58,45,34,29020.5,1155799.76,9,8,4.46,54,5,0,1,2,0,25126.08,0.7391,0.2286,0,1
56,37,34,29938.62,1003442.5,9,9,3.74,98,6,1,3,2,4,26406.38,0.8947,0.2571,1,1
19,65,48,25991.9,1013510.84,1,9,1.75,49,3,1,2,0,1,15356.22,0.7273,0.1837,0,0
46,9,33,8248.02,270080.11,9,9,3.59,104,2,0,1,1,1,27008.01,3.3,0.2647,1,1
58,17,68,49554.53,3768005.97,6,1,3.06,112,6,0,2,2,0,209333.66,3.7778,0.0145,1,0
27,65,30,9043.86,287278.32,7,4,4.93,134,4,1,2,1,0,4352.7,0.4545,0.129,1,0
19,3,84,37699.61,3757452.35,13,8,3.04,33,4,0,2,1,2,939363.09,21,0.0941,0,1
28,26,90,39672.46,4060786.34,3,2,1.15,133,5,1,1,3,3,150399.49,3.3333,0.022,1,0
30,53,79,7685.6,613611.15,10,5,2.06,146,2,1,1,0,3,11363.17,1.463,0.0625,1,1
27,31,71,46691.59,2925937.32,10,3,4.67,131,1,0,3,0,4,91435.54,2.2188,0.0417,1,1
31,26,71,24644.06,1402424.37,14,3,4.85,98,1,1,0,0,3,51941.64,2.6296,0.0417,1,1
35,23,29,31629.71,1093560.02,9,2,3.91,122,7,1,1,0,0,45565,1.2083,0.0667,1,0
26,30,23,32288.21,872832.36,0,9,1.23,2,3,0,4,1,4,28155.88,0.7419,0.375,0,0
56,10,34,25495.28,788527.12,4,0,1.09,65,4,0,0,2,3,71684.28,3.0909,0,0,0
45,64,84,7530.09,667497.78,9,7,2.92,35,2,1,2,2,2,10269.2,1.2923,0.0824,0,0
20,22,15,37711.79,617547.08,9,4,5,179,5,1,3,1,0,26849.87,0.6522,0.25,1,1
37,15,97,29298.4,2930628.66,5,1,4.48,68,6,1,4,2,0,183164.29,6.0625,0.0102,0,0
23,56,53,6374.69,384207.61,6,0,4.73,35,4,0,4,3,3,6740.48,0.9298,0,0,0
44,20,17,35165.94,496866.83,0,0,3.49,72,6,0,0,1,2,23660.33,0.8095,0,0,0
19,47,64,35286.78,2616523.57,12,3,4.44,172,5,1,3,1,5,54510.91,1.3333,0.0462,1,1
46,53,84,27650.08,2222287.7,3,3,2.28,29,5,0,0,3,2,41153.48,1.5556,0.0353,0,0
55,53,61,4982.17,301564.72,11,5,1.11,164,2,1,1,3,5,5584.53,1.1296,0.0806,1,1
20,1,57,17955.88,1000859.42,4,6,4.67,78,6,1,2,2,1,500429.71,28.5,0.1034,0,0
33,2,77,3020.74,235508.07,4,0,1.87,42,6,0,3,0,0,78502.69,25.6667,0,0,0
47,58,88,24141,2207828.22,6,9,3.91,113,1,1,1,0,0,37420.82,1.4915,0.1011,1,1
57,19,37,45369.13,1819895.79,3,1,3.64,94,1,0,2,3,3,90994.79,1.85,0.0263,1,0
19,62,7,611.52,4323.36,9,2,1.63,114,3,1,2,2,3,68.62,0.1111,0.25,1,1
34,12,8,13698.61,117688.55,6,8,1.78,7,5,0,1,0,2,9052.97,0.6154,0.8889,0,0
58,26,87,40093.03,3262479.78,7,3,2.32,141,6,0,3,3,0,120832.58,3.2222,0.0341,1,1
29,27,78,988.11,90535.15,1,5,4.03,22,5,0,4,2,3,3233.4,2.7857,0.0633,0,0
52,29,68,1003.59,56356.57,13,1,1.16,57,2,0,0,2,2,1878.55,2.2667,0.0145,0,1
60,15,21,30735.52,657203.52,0,1,2.63,173,5,0,3,2,0,41075.22,1.3125,0.0455,1,0
18,46,61,39565.39,2015162.8,12,1,3.66,2,1,1,4,0,5,42875.8,1.2979,0.0161,0,0
62,1,74,38937.02,2815376.31,9,4,1.69,57,6,0,4,1,1,1407688.15,37,0.0533,0,0
32,60,86,39089.11,3035693.01,9,8,1.48,118,0,1,4,3,0,49765.46,1.4098,0.092,1,1
43,57,94,18369.81,2028533.92,0,5,2.56,84,7,0,0,3,1,34974.72,1.6207,0.0526,0,0
54,3,94,44194.85,3345180.07,12,8,2.15,75,1,1,0,1,0,836295.02,23.5,0.0842,0,1
38,18,80,1135.36,86876.24,0,5,3.6,34,4,0,0,0,2,4572.43,4.2105,0.0617,0,0
48,52,75,15953.34,1331486.42,8,8,4.88,44,5,0,4,0,0,25122.39,1.4151,0.1053,0,0
42,60,86,17190.79,1294175.56,3,4,1.02,69,5,0,1,3,3,21215.99,1.4098,0.046,0,0
40,34,29,8695.77,284011.03,8,0,4.61,53,5,1,0,1,2,8114.6,0.8286,0,0,0
41,60,25,17143.19,490247.98,6,5,2.73,94,2,0,4,1,1,8036.85,0.4098,0.1923,1,1
55,26,58,29501.26,1853436.69,14,3,3.66,33,5,1,3,1,0,68645.8,2.1481,0.0508,0,0
45,19,14,26253.83,324780.5,6,8,4.4,76,0,1,4,1,5,16239.03,0.7,0.5333,0,1
38,22,78,16311.65,1156294.12,12,5,3.29,69,5,1,0,2,1,50273.66,3.3913,0.0633,0,1
60,33,66,37591.71,2150511.95,1,0,1.39,129,1,1,0,2,3,63250.35,1.9412,0,1,0
35,38,54,35882.13,1692767.52,1,5,1.56,163,1,0,0,3,5,43404.3,1.3846,0.0909,1,1
53,35,77,14394.48,902878.55,11,2,4.16,25,6,1,1,1,2,25079.96,2.1389,0.0256,0,0
52,67,67,16499.81,1263489.83,4,2,1.92,132,2,0,2,2,1,18580.73,0.9853,0.0294,1,0
62,10,30,14732.25,447006.33,14,6,3.28,73,0,1,1,1,5,40636.94,2.7273,0.1935,0,1
26,15,18,6878.13,115276.59,9,1,2.71,118,2,1,3,0,4,7204.79,1.125,0.0526,1,1
55,11,54,37762.69,1867548.73,0,8,2.21,113,1,1,0,3,5,155629.06,4.5,0.1455,1,1
47,24,21,2790.69,59652.19,6,8,4.15,115,6,0,2,2,0,2386.09,0.84,0.3636,1,0
61,4,53,7953.73,392323.66,14,6,3.92,125,3,0,3,2,1,78464.73,10.6,0.1111,1,1
51,13,83,5712.57,543125.43,10,8,3.58,94,2,1,4,0,4,38794.67,5.9286,0.0952,1,1
49,57,16,41354.28,585168.33,6,5,2.49,127,5,0,2,3,4,10089.11,0.2759,0.2941,1,0
20,37,28,2678.42,86464.21,10,8,1.91,138,1,1,1,1,3,2275.37,0.7368,0.2759,1,1
20,48,4,33399.05,142365.05,7,9,3.06,148,7,1,0,2,1,2905.41,0.0816,1.8,1,1
45,71,55,2701.49,175720.86,6,1,4.27,40,2,1,2,2,3,2440.57,0.7639,0.0179,0,0
61,1,15,39428.95,476721.36,7,4,3.3,75,1,0,3,2,0,238360.68,7.5,0.25,0,1
32,60,64,45679.35,2407888.42,14,5,4.88,15,6,1,1,1,5,39473.58,1.0492,0.0769,0,0
58,12,65,24598.74,1599490.04,14,5,1.06,116,2,0,3,2,2,123037.7,5,0.0758,1,1
40,21,16,40324.82,751623.36,2,3,4.99,156,1,1,3,0,4,34164.7,0.7273,0.1765,1,0
57,11,20,35467.32,774831.86,2,3,3.77,108,0,1,0,3,1,64569.32,1.6667,0.1429,1,0
28,44,64,39883.95,2677276.94,7,4,4.33,35,6,0,2,2,0,59495.04,1.4222,0.0615,0,0
49,58,33,38455.37,1031263.43,8,5,2.34,7,7,0,3,3,1,17479.04,0.5593,0.1471,0,0
53,44,81,10665.71,813526.05,9,7,3.03,170,4,0,1,0,4,18078.36,1.8,0.0854,1,1
50,34,69,25228.17,1633411.55,3,9,4.19,38,4,0,3,3,2,46668.9,1.9714,0.1286,0,0
41,25,69,48040.5,3370596.81,7,0,4.04,64,6,1,3,0,0,129638.34,2.6538,0,0,0
56,4,58,17504.88,916933.74,0,7,2.34,57,7,1,1,3,4,183386.75,11.6,0.1186,0,0
51,64,39,48539.11,1716713.28,1,1,2.3,108,2,0,4,1,0,26410.97,0.6,0.025,1,0
45,16,77,29366.5,2370538.05,12,6,3.65,157,5,0,3,1,5,139443.41,4.5294,0.0769,1,1
54,10,36,23349.77,990071.43,9,3,4.73,124,1,1,1,3,5,90006.49,3.2727,0.0811,1,1
24,66,94,33058.99,3306651.02,9,7,2.76,83,4,1,0,2,1,49353,1.403,0.0737,0,0
21,35,68,40884.04,2967083.06,9,5,2.41,134,7,1,2,3,4,82418.97,1.8889,0.0725,1,1
54,6,87,20013.3,2079788.03,8,4,4.58,81,7,0,1,0,4,297112.58,12.4286,0.0455,0,0
18,19,21,2131.23,38552.31,1,9,3.73,2,4,0,1,3,4,1927.62,1.05,0.4091,0,0
18,59,63,35585.91,1823871.79,14,9,2.55,167,6,1,2,0,2,30397.86,1.05,0.1406,1,1
64,53,85,47830.26,4464833.58,1,4,1.23,134,2,1,1,1,4,82682.1,1.5741,0.0465,1,0
37,8,6,31436.84,184002.64,7,3,3.89,14,5,1,4,2,0,20444.74,0.6667,0.4286,0,0
36,10,24,9826.52,229121.98,4,2,2.41,146,2,1,0,2,4,20829.27,2.1818,0.08,1,1
46,67,53,12788.01,603292.46,4,2,1.28,70,2,0,4,0,2,8871.95,0.7794,0.037,0,0
27,38,95,45532.66,4337477.47,10,2,3.45,76,3,1,3,2,2,111217.37,2.4359,0.0208,0,0
35,29,83,1171.32,94971.07,5,6,2.29,150,0,1,0,3,5,3165.7,2.7667,0.0714,1,1
45,15,76,27662.96,1972415.52,7,7,2.35,78,6,1,3,2,1,123275.97,4.75,0.0909,0,1
52,23,78,8354.54,636730.24,7,7,2.92,13,0,1,2,3,0,26530.43,3.25,0.0886,0,1
60,46,50,14496.84,691161.4,8,1,3.87,73,7,0,1,0,3,14705.56,1.0638,0.0196,0,0
64,28,12,15695.59,221488.38,9,2,2.11,114,0,0,1,3,0,7637.53,0.4138,0.1538,1,1
48,26,56,11354.5,757999.32,10,1,1.32,106,1,0,0,1,3,28074.05,2.0741,0.0175,1,1
44,10,15,39721.43,676829.51,2,5,2.7,10,1,0,1,3,0,61529.96,1.3636,0.3125,0,0
28,47,83,16944.35,1682265.09,8,2,1.22,27,0,1,1,2,4,35047.19,1.7292,0.0238,0,0
55,4,92,17601.51,1467586.82,13,5,3.79,14,6,1,3,1,3,293517.36,18.4,0.0538,0,1
22,55,40,22923.84,1042732.04,10,3,4.84,9,6,0,4,2,0,18620.22,0.7143,0.0732,0,0
25,66,41,45163.62,1782549.96,2,9,3.64,137,2,1,1,1,5,26605.22,0.6119,0.2143,1,1
51,67,69,34564.57,2619764.68,0,9,2.1,105,3,0,3,2,5,38525.95,1.0147,0.1286,1,0
29,7,69,3556.61,216094.09,11,5,1.73,35,0,1,4,2,5,27011.76,8.625,0.0714,0,1
55,55,6,2443.47,16490.2,10,2,1.93,154,5,0,1,2,5,294.47,0.1071,0.2857,1,1
18,31,87,28536.27,2069009.53,4,4,1.89,169,2,0,0,2,1,64656.55,2.7188,0.0455,1,1
48,19,67,44409.5,2702359.98,6,7,2.26,109,4,1,0,3,2,135118,3.35,0.1029,1,1
21,28,33,16500.95,614656.6,2,2,1.39,106,3,1,0,3,0,21195.06,1.1379,0.0588,1,0
62,28,43,12764.71,603146.87,8,8,4.58,121,1,1,2,2,0,20798.17,1.4828,0.1818,1,1
22,19,21,37535.46,788637.69,0,8,4.54,67,7,0,0,0,2,39431.88,1.05,0.3636,0,0
47,20,84,30303.52,2721433.22,5,6,3.46,30,6,0,1,2,3,129592.06,4,0.0706,0,0
41,13,65,28468.85,1617740.45,14,7,1.25,29,4,0,1,0,3,115552.89,4.6429,0.1061,0,1
20,43,17,7890.41,143138.28,11,8,4.22,84,4,0,0,2,5,3253.14,0.3864,0.4444,0,1
28,11,93,9210.09,687963.1,11,0,1.25,68,7,1,0,1,4,57330.26,7.75,0,0,0
62,48,8,14448.49,130994.26,5,6,1.43,14,5,0,3,3,5,2673.35,0.1633,0.6667,0,0
21,15,64,10738.53,691743.31,13,9,2.3,109,5,0,4,1,4,43233.96,4,0.1385,1,1
43,17,90,48586.51,5149180.59,12,2,2.73,39,7,0,0,1,5,286065.59,5,0.022,0,0
44,54,28,1421.25,39447.29,7,5,2.42,21,6,0,3,3,5,717.22,0.5091,0.1724,0,0
63,50,98,31489.79,3003402.26,14,8,1.66,71,5,0,1,3,4,58890.24,1.9216,0.0808,0,1
60,28,90,26121.14,2303934.37,12,9,1.45,6,4,0,0,0,1,79446.01,3.1034,0.0989,0,1
44,4,13,16500.94,202476.2,2,7,4.44,40,7,0,3,0,2,40495.24,2.6,0.5,0,0
59,22,13,44435.64,500643.5,11,1,2.45,153,2,1,3,1,3,21767.11,0.5652,0.0714,1,1
23,39,38,33673.05,1454653.88,4,3,1.87,132,0,1,4,0,1,36366.35,0.95,0.0769,1,0
32,34,25,49918.54,1192596.56,10,4,2.95,162,4,0,1,1,5,34074.19,0.7143,0.1538,1,1
47,44,62,8848.47,554992.75,9,9,1.15,89,0,1,4,2,4,12333.17,1.3778,0.1429,0,1
59,42,23,4849.46,90117.28,10,5,3.4,22,4,1,4,2,5,2095.75,0.5349,0.2083,0,0
54,40,86,7400.16,524469.9,14,6,1.99,56,2,0,4,2,2,12791.95,2.0976,0.069,0,1
54,12,21,13829.9,301717.85,4,3,3.39,46,0,1,1,3,4,23209.07,1.6154,0.1364,0,0
59,2,54,21130.96,1314162.19,7,3,3.46,120,7,1,0,2,0,438054.06,18,0.0545,1,1
54,28,63,43198.86,2714338.97,6,4,4.24,155,7,1,4,0,5,93597.9,2.1724,0.0625,1,0
52,67,30,14537.79,377687.41,2,8,1.92,90,7,1,2,1,4,5554.23,0.4412,0.2581,0,0
40,71,75,45804.54,2907847.39,14,8,2.85,116,1,0,1,0,5,40386.77,1.0417,0.1053,1,1
23,10,68,23413.93,1846755.83,6,0,4.85,163,3,0,3,1,2,167886.89,6.1818,0,1,0
21,57,97,32529.97,3409906.47,9,4,3.91,144,7,0,3,2,5,58791.49,1.6724,0.0408,1,0
35,37,76,13588.18,1225278.22,7,4,4.9,104,4,1,1,3,3,32244.16,2,0.0519,1,0
26,64,73,8222.68,499976.84,4,6,4.71,148,4,0,3,1,2,7691.95,1.1231,0.0811,1,0
46,40,32,43538.12,1617591.07,10,7,3.44,15,2,0,1,0,3,39453.44,0.7805,0.2121,0,1
30,60,75,5920.56,505431.76,4,2,2.06,110,6,0,0,1,5,8285.77,1.2295,0.0263,1,0
64,48,24,38814.05,1078043.98,13,0,4.03,24,3,1,1,2,5,22000.9,0.4898,0,0,0
34,19,7,29258.72,164320.98,13,1,3.79,80,7,0,0,3,2,8216.05,0.35,0.125,0,0
62,33,72,43126.32,3405548.37,10,5,3.36,44,6,0,1,0,2,100163.19,2.1176,0.0685,0,0
49,44,97,36032.01,3563522.65,0,5,3.79,142,5,0,4,0,3,79189.39,2.1556,0.051,1,0
39,37,89,14442.37,1322996.3,12,4,3.45,73,7,1,2,1,0,34815.69,2.3421,0.0444,0,1
21,36,1,28934.17,28577.72,7,4,3.08,110,7,0,0,2,2,772.37,0.027,2,1,0
22,21,3,1147.14,3775.5,12,8,2.66,179,0,0,2,1,2,171.61,0.1364,2,1,1
54,2,28,24023.31,807139.91,5,6,1.18,150,4,1,3,0,5,269046.64,9.3333,0.2069,1,1
58,31,43,4757.67,221808.8,5,5,4.46,160,7,0,0,1,1,6931.53,1.3438,0.1136,1,0
30,30,97,21732.78,2258217.17,14,6,4.46,80,1,1,3,1,4,72845.72,3.129,0.0612,0,1
51,44,46,5925.78,289425.12,4,2,3.38,115,5,0,4,2,1,6431.67,1.0222,0.0426,1,0
62,12,1,47796.25,51528.4,4,6,2.07,25,6,0,4,1,5,3963.72,0.0769,3,0,0
39,51,38,26391.86,939553.24,13,2,1.11,177,5,1,0,3,2,18068.33,0.7308,0.0513,1,1
40,49,91,45704.29,3860001.48,2,7,1.01,23,1,1,0,2,2,77200.03,1.82,0.0761,0,0
20,24,35,1607.13,62647.03,11,9,1.29,37,2,1,2,1,2,2505.88,1.4,0.25,0,1
59,24,74,32063.84,1948564.47,14,9,2.44,3,5,0,3,2,0,77942.58,2.96,0.12,0,1
51,60,76,15694.25,1316451.26,2,8,1.75,60,6,0,2,0,1,21581.17,1.2459,0.1039,0,0
49,11,74,21875.54,1822007.01,1,2,2.06,59,4,1,0,2,4,151833.92,6.1667,0.0267,0,0
62,13,54,43717.83,2381157.67,8,6,3.8,151,2,0,2,2,0,170082.69,3.8571,0.1091,1,1
38,64,98,49011.04,5591072.36,7,7,4.84,33,3,1,0,3,3,86016.5,1.5077,0.0707,0,0
63,20,24,12701.35,301550.91,10,2,1.83,39,1,1,1,3,5,14359.57,1.1429,0.08,0,1
61,71,28,47438.54,1157242.76,2,5,2.86,153,1,0,3,1,2,16072.82,0.3889,0.1724,1,0
38,28,22,34591.98,718832.08,4,6,4.97,63,2,1,4,3,0,24787.31,0.7586,0.2609,0,0
61,2,16,47594.99,885150.28,14,3,4.73,89,3,1,4,1,5,295050.09,5.3333,0.1765,0,1
28,43,13,28337.17,441137.11,9,5,2.41,103,5,0,2,0,5,10025.84,0.2955,0.3571,1,1
56,8,62,48057.44,2886424.69,14,6,2.28,85,0,0,4,3,3,320713.85,6.8889,0.0952,0,1
21,13,43,44676.55,1665084.14,4,6,1.97,159,6,1,1,2,2,118934.58,3.0714,0.1364,1,1
18,35,87,6865.29,546231.81,7,0,1.62,49,3,1,1,0,0,15173.11,2.4167,0,0,0
45,23,78,15884.1,1265372.72,5,1,2.84,103,2,1,2,1,2,52723.86,3.25,0.0127,1,0
41,46,32,12531.63,412576.63,6,0,2.36,109,5,0,4,2,1,8778.23,0.6809,0,1,0
52,15,67,28818.92,2031318.4,4,8,3.98,166,5,1,4,3,2,126957.4,4.1875,0.1176,1,1
30,2,91,40238.57,4152896.76,11,6,1.95,71,5,1,0,0,5,1384298.92,30.3333,0.0652,0,1
64,61,83,38090.87,3428646.89,0,6,3.95,91,2,1,2,1,4,55300.76,1.3387,0.0714,1,0
51,64,86,36474.08,2836695.27,7,2,2.15,77,3,0,0,1,4,43641.47,1.3231,0.023,0,0
28,52,57,19075.61,1041662,3,4,3.37,87,2,0,1,3,2,19654,1.0755,0.069,0,0
53,36,65,7412.03,547268.63,4,1,3.55,8,1,1,2,3,0,14791.04,1.7568,0.0152,0,0
34,67,69,10923.89,793962.9,0,4,3.69,13,2,1,0,0,5,11675.93,1.0147,0.0571,0,0
52,69,49,37213.03,1580132.19,2,7,1.7,26,0,1,1,2,3,22573.32,0.7,0.14,0,0
35,67,33,7802.95,239528.03,14,9,2.13,138,7,1,4,0,3,3522.47,0.4853,0.2647,1,1
57,47,19,11535.86,244702.06,1,2,1.98,91,1,1,2,1,4,5097.96,0.3958,0.1,1,0
39,2,36,21515.36,672960.66,11,3,3.3,56,6,0,0,2,4,224320.22,12,0.0811,0,1
41,44,70,4069.57,306639.38,1,7,1.3,132,4,1,3,2,0,6814.21,1.5556,0.0986,1,1
36,64,15,11028.26,169628.04,12,1,3.07,106,1,0,4,0,1,2609.66,0.2308,0.0625,1,1
54,28,97,7913.52,659370.71,0,0,1.35,31,6,1,0,1,4,22736.92,3.3448,0,0,0
56,54,24,47590.43,1228463.04,5,2,2.35,17,1,0,0,0,4,22335.69,0.4364,0.08,0,0
38,67,27,9980.53,230923.24,14,1,3.75,136,7,1,2,0,2,3395.93,0.3971,0.0357,1,1
25,36,49,43157.6,2028810.21,14,9,2.65,37,1,1,3,1,1,54832.71,1.3243,0.18,0,1
45,63,75,6182.51,428180.88,7,1,2.12,125,5,0,4,2,1,6690.33,1.1719,0.0132,1,0
22,25,23,43548.82,1077750.19,2,3,3.46,148,3,0,4,3,4,41451.93,0.8846,0.125,1,0
34,48,33,30171.97,1108131.56,0,5,3.96,47,6,1,2,2,2,22614.93,0.6735,0.1471,0,0
54,39,41,42560.44,1513466.04,13,9,2.02,51,4,0,2,0,5,37836.65,1.025,0.2143,0,1
53,47,56,43433.76,2735837.26,9,9,2.2,114,0,1,2,2,5,56996.61,1.1667,0.1579,1,1
36,21,29,30020.49,698987.57,1,4,3.56,58,7,0,3,3,0,31772.16,1.3182,0.1333,0,0
44,30,31,45925.86,1440819.44,2,3,4.86,44,1,1,2,1,3,46478.05,1,0.0938,0,0
51,31,65,29479.69,1929048.09,5,7,1.86,98,6,1,3,2,4,60282.75,2.0312,0.1061,1,0
28,26,98,35771.97,3679283.19,13,4,3.62,11,6,0,3,3,3,136269.75,3.6296,0.0404,0,0
62,22,18,21095.98,340190.54,2,1,4.63,12,3,0,1,1,3,14790.89,0.7826,0.0526,0,0
64,21,82,45746.35,3015750.6,8,3,2.85,138,2,1,2,3,5,137079.57,3.7273,0.0361,1,1
29,1,6,41296.05,243292.8,11,6,2.27,54,4,1,2,3,3,121646.4,3,0.8571,0,1
38,37,52,8752.3,377094.98,0,3,3.67,34,6,1,4,3,5,9923.55,1.3684,0.0566,0,0
28,46,40,29031.2,1343421.68,6,5,1.13,158,5,0,2,2,5,28583.44,0.8511,0.122,1,1
56,9,65,44892.95,2537139.79,9,1,2.44,143,6,1,3,0,4,253713.98,6.5,0.0152,1,1
45,17,42,39756.69,1619843.25,7,8,2.03,136,7,0,2,3,0,89991.29,2.3333,0.186,1,1
22,47,94,48146.36,4406278.78,8,3,1.9,100,7,0,0,1,1,91797.47,1.9583,0.0316,1,1
34,59,68,11949.43,829743.79,7,0,1.72,168,0,1,4,1,2,13829.06,1.1333,0,1,1
37,54,32,18689.25,665644.13,4,2,3.95,22,4,0,0,1,1,12102.62,0.5818,0.0606,0,0
58,12,10,25606,253207.29,0,6,4.82,5,0,1,3,2,2,19477.48,0.7692,0.5455,0,0
63,64,69,12017.12,671886.89,14,9,2.54,20,0,1,0,0,1,10336.72,1.0615,0.1286,0,1
29,6,9,20005.24,199572.23,0,8,1.2,118,2,0,3,2,4,28510.32,1.2857,0.8,1,1
23,53,69,27108.19,1557853.05,13,5,3.88,49,6,1,4,3,4,28849.13,1.2778,0.0714,0,0
34,16,61,9971.29,642688.57,14,3,3.15,119,7,0,1,0,3,37805.21,3.5882,0.0484,1,1
